Month,Region,List cost ($),Negotiated savings ($),Savings programs ($),Other savings ($),Unrounded subtotal ($),Subtotal ($)
2024-07,asia-east1,0.92,0.00,0.00,-0.00,0.921103,0.92
2024-07,us-central2,0.78,0.00,0.00,0.00,0.784313,0.78
2024-07,us-east1,0.40,0.00,0.00,0.00,0.404069,0.40
2024-07,us-west1,0.39,0.00,0.00,-0.00,0.386722,0.39
2024-07,us-east4,0.02,0.00,0.00,0.00,0.015771,0.02
2024-07,us-east5,0.01,0.00,0.00,0.00,0.009474,0.01
2024-07,us-south1,0.00,0.00,0.00,0.00,0.004495,0.00
2024-07,northamerica-northeast1,0.00,0.00,0.00,0.00,0.002072,0.00
2024-07,us-west8,0.00,0.00,0.00,0.00,0.000515,0.00
2024-07,asia-southeast1,0.00,0.00,0.00,-0.00,0.000359,0.00
2024-07,europe-west12,0.00,0.00,0.00,0.00,0.000351,0.00
2024-07,us-west4,0.00,0.00,0.00,0.00,0.000220,0.00
2024-07,europe-central2,0.00,0.00,0.00,0.00,0.000116,0.00
2024-07,europe-southwest1,0.00,0.00,0.00,0.00,0.000059,0.00
2024-07,us-west3,0.00,0.00,0.00,0.00,0.000011,0.00
2024-07,europe-west8,0.00,0.00,0.00,0.00,0.000010,0.00
2024-07,southamerica-west1,0.00,0.00,0.00,0.00,0.000009,0.00
2024-07,europe-west5,0.00,0.00,0.00,0.00,0.000001,0.00
2024-07,us-east2,0.00,0.00,0.00,-0.00,0.000000,0.00
2024-06,europe-west1,48926.95,-6.37,-17710.52,-381.89,30828.179954,30828.18
2024-06,europe,7315.46,0.00,0.00,0.00,7315.463340,7315.46
2024-06,europe-west3,11116.97,0.00,-4152.39,-55.05,6909.530299,6909.53
2024-06,eu,1389.72,0.00,0.00,0.00,1389.716464,1389.72
2024-06,us-central1,1357.86,0.00,0.00,-0.88,1356.984167,1356.98
2024-06,us,504.17,0.00,0.00,0.00,504.168485,504.17
2024-06,global,454.71,0.00,0.00,0.00,454.713388,454.71
2024-06,europe-west4,112.58,0.00,0.00,-0.11,112.478516,112.48
2024-06,europe-north1,99.72,0.00,0.00,-0.32,99.406060,99.41
2024-06,europe-west9,43.90,0.00,0.00,-0.00,43.897769,43.90
2024-06,,9.53,0.00,0.00,0.00,9.533333,9.53
2024-06,us-central2,0.68,0.00,0.00,0.00,0.679263,0.68
2024-06,asia-east1,0.67,0.00,0.00,0.00,0.665541,0.67
2024-06,us-east1,0.35,0.00,0.00,0.00,0.350901,0.35
2024-06,us-west1,0.33,0.00,0.00,0.00,0.334319,0.33
2024-06,europe-west2,0.03,0.00,0.00,0.00,0.025995,0.03
2024-06,us-east5,0.01,0.00,0.00,0.00,0.012850,0.01
2024-06,us-south1,0.01,0.00,0.00,0.00,0.006819,0.01
2024-06,northamerica-northeast1,0.00,0.00,0.00,0.00,0.003571,0.00
2024-06,us-east4,0.00,0.00,0.00,0.00,0.002784,0.00
2024-06,us-west4,0.00,0.00,0.00,0.00,0.001791,0.00
2024-06,europe-west12,0.00,0.00,0.00,0.00,0.001610,0.00
2024-06,asia-southeast1,0.01,0.00,0.00,-0.01,0.001550,0.00
2024-06,southamerica-west1,0.00,0.00,0.00,0.00,0.000443,0.00
2024-06,us-west8,0.00,0.00,0.00,0.00,0.000308,0.00
2024-06,europe-central2,0.00,0.00,0.00,0.00,0.000243,0.00
2024-06,europe-west8,0.00,0.00,0.00,0.00,0.000016,0.00
2024-06,europe-west5,0.00,0.00,0.00,0.00,0.000000,0.00
2024-06,us-east2,0.01,0.00,0.00,-0.01,0.000000,0.00
2024-05,europe-west1,53451.09,-12.08,-18005.94,-702.54,34730.533855,34730.53
2024-05,europe,8283.07,0.00,0.00,0.00,8283.073424,8283.07
2024-05,europe-west3,11827.69,0.00,-4398.14,-61.87,7367.679488,7367.68
2024-05,us-central1,1470.76,0.00,0.00,-1.49,1469.274736,1469.27
2024-05,eu,928.26,0.00,0.00,0.00,928.263037,928.26
2024-05,global,485.37,0.00,0.00,0.00,485.368209,485.37
2024-05,us,477.87,0.00,0.00,0.00,477.871388,477.87
2024-05,europe-west4,192.56,0.00,0.00,-0.02,192.536201,192.54
2024-05,europe-west9,116.97,0.00,0.00,-0.31,116.650940,116.65
2024-05,,11.27,0.00,0.00,0.00,11.266667,11.27
2024-05,us-central2,0.57,0.00,0.00,0.00,0.567608,0.57
2024-05,asia-east1,0.55,0.00,0.00,0.00,0.552962,0.55
2024-05,us-east1,0.30,0.00,0.00,0.00,0.296397,0.30
2024-05,us-west1,0.28,0.00,0.00,-0.00,0.278711,0.28
2024-05,europe-west2,0.03,0.00,0.00,0.00,0.028348,0.03
2024-05,us-east5,0.01,0.00,0.00,0.00,0.012957,0.01
2024-05,us-south1,0.00,0.00,0.00,0.00,0.003188,0.00
2024-05,us-east4,0.00,0.00,0.00,0.00,0.002544,0.00
2024-05,asia-southeast1,0.00,0.00,0.00,-0.00,0.002503,0.00
2024-05,europe-west8,0.00,0.00,0.00,0.00,0.002438,0.00
2024-05,northamerica-northeast1,0.00,0.00,0.00,0.00,0.001872,0.00
2024-05,us-west4,0.00,0.00,0.00,0.00,0.001583,0.00
2024-05,europe-north1,0.06,0.00,0.00,-0.06,0.000962,0.00
2024-05,us-west8,0.00,0.00,0.00,0.00,0.000211,0.00
2024-05,europe-central2,0.00,0.00,0.00,0.00,0.000018,0.00
2024-05,europe-west12,0.00,0.00,0.00,0.00,0.000015,0.00
2024-05,us-east2,0.01,0.00,0.00,-0.01,0.000000,0.00
2024-04,europe-west1,58144.00,0.00,-19420.99,-1067.46,37655.547635,37655.55
2024-04,europe,11678.74,0.00,0.00,0.00,11678.744860,11678.74
2024-04,europe-west3,13127.79,0.00,-5092.85,-97.49,7937.447400,7937.45
2024-04,us,2825.15,0.00,0.00,0.00,2825.147687,2825.15
2024-04,eu,1488.96,0.00,0.00,0.00,1488.963243,1488.96
2024-04,us-central1,1446.09,0.00,0.00,-1.44,1444.650653,1444.65
2024-04,global,480.17,0.00,0.00,0.00,480.170733,480.17
2024-04,europe-west9,219.13,0.00,0.00,-0.72,218.405575,218.41
2024-04,europe-west4,147.46,0.00,0.00,-0.18,147.278694,147.28
2024-04,,17.85,0.00,0.00,0.00,17.853333,17.85
2024-04,us-central2,0.44,0.00,0.00,0.00,0.435312,0.44
2024-04,asia-east1,0.43,0.00,0.00,-0.00,0.424484,0.42
2024-04,us-east1,0.25,0.00,0.00,0.00,0.251349,0.25
2024-04,us-west1,0.21,0.00,0.00,0.00,0.212202,0.21
2024-04,europe-west2,0.03,0.00,0.00,0.00,0.029137,0.03
2024-04,europe-north1,0.15,0.00,0.00,-0.15,0.000972,0.00
2024-04,us-east4,0.00,0.00,0.00,0.00,0.000077,0.00
2024-04,europe-southwest1,0.00,0.00,0.00,0.00,0.000044,0.00
2024-04,europe-central2,0.00,0.00,0.00,0.00,0.000015,0.00
2024-04,europe-west5,0.00,0.00,0.00,0.00,0.000004,0.00
2024-04,asia-southeast1,0.01,0.00,0.00,-0.01,0.000000,0.00
2024-04,us-east2,0.00,0.00,0.00,-0.00,0.000000,0.00
2024-03,europe-west1,61325.44,0.00,-20168.56,-1429.45,39727.433633,39727.43
2024-03,europe,11070.33,0.00,0.00,0.00,11070.332895,11070.33
2024-03,europe-west3,14902.84,0.00,-5523.15,-212.78,9166.915034,9166.92
2024-03,us,4068.66,0.00,0.00,0.00,4068.664990,4068.66
2024-03,us-central1,1655.32,0.00,0.00,-1.49,1653.831437,1653.83
2024-03,eu,1249.74,0.00,0.00,0.00,1249.736538,1249.74
2024-03,global,491.97,0.00,0.00,0.00,491.973751,491.97
2024-03,europe-west9,226.38,0.00,0.00,-0.74,225.632179,225.63
2024-03,europe-west4,179.64,0.00,0.00,-0.07,179.575603,179.58
2024-03,,10.23,0.00,0.00,0.00,10.226667,10.23
2024-03,us-central2,0.29,0.00,0.00,0.00,0.287755,0.29
2024-03,asia-east1,0.28,0.00,0.00,0.00,0.276393,0.28
2024-03,us-east1,0.18,0.00,0.00,0.00,0.178942,0.18
2024-03,us-west1,0.14,0.00,0.00,0.00,0.138154,0.14
2024-03,europe-west2,0.03,0.00,0.00,0.00,0.027414,0.03
2024-03,europe-north1,0.15,0.00,0.00,-0.15,0.000642,0.00
2024-03,asia-southeast1,0.00,0.00,0.00,-0.00,0.000084,0.00
2024-03,us-east4,0.00,0.00,0.00,0.00,0.000039,0.00
2024-03,europe-southwest1,0.00,0.00,0.00,0.00,0.000033,0.00
2024-03,europe-central2,0.00,0.00,0.00,0.00,0.000004,0.00
2024-03,europe-west5,0.00,0.00,0.00,0.00,0.000000,0.00
2024-03,us-east5,0.00,0.00,0.00,0.00,0.000000,0.00
2024-03,us-east2,0.08,0.00,0.00,-0.08,0.000000,0.00
2024-02,europe-west1,60075.16,0.00,-18973.73,-1628.51,39472.923989,39472.92
2024-02,europe,11085.70,0.00,0.00,0.00,11085.702334,11085.70
2024-02,europe-west3,15556.26,0.00,-5772.72,-388.27,9395.273314,9395.27
2024-02,us,3829.17,0.00,0.00,0.00,3829.166710,3829.17
2024-02,us-central1,1626.07,0.00,0.00,-0.56,1625.508977,1625.51
2024-02,eu,1248.66,0.00,0.00,0.00,1248.655629,1248.66
2024-02,global,454.23,0.00,0.00,0.00,454.226889,454.23
2024-02,europe-west9,215.30,0.00,0.00,-0.70,214.604971,214.60
2024-02,europe-west4,81.57,0.00,0.00,-0.23,81.342652,81.34
2024-02,,16.12,0.00,0.00,0.00,16.120000,16.12
2024-02,us-central2,0.24,0.00,0.00,0.00,0.240955,0.24
2024-02,asia-east1,0.42,0.00,0.00,-0.19,0.231009,0.23
2024-02,us-east4,0.20,0.00,0.00,0.00,0.196098,0.20
2024-02,us-east1,0.18,0.00,0.00,0.00,0.179478,0.18
2024-02,us-west1,0.17,0.00,0.00,0.00,0.171615,0.17
2024-02,europe-north1,0.10,0.00,0.00,-0.01,0.087957,0.09
2024-02,europe-west2,0.03,0.00,0.00,0.00,0.028015,0.03
2024-02,europe-southwest1,0.00,0.00,0.00,0.00,0.000041,0.00
2024-02,asia-southeast1,0.00,0.00,0.00,-0.00,0.000029,0.00
2024-02,europe-west8,0.00,0.00,0.00,0.00,0.000002,0.00
2024-02,europe-west5,0.00,0.00,0.00,0.00,0.000002,0.00
2024-02,us-east2,0.02,0.00,0.00,-0.02,0.000000,0.00
,,,,Subtotal,1296613.566403,1296613.57,
,,,,Adjustments,-3.170000,-3.17,
,,,,Tax,259322.080000,259322.08,
,,,,Invoice total,1555932.466667,1555932.47,
