Month,Project name,Project ID,Project number,List cost ($),Negotiated savings ($),Savings programs ($),Other savings ($),Unrounded subtotal ($),Subtotal ($)
2024-04,Project 015,project-015,000000000015,0.57,0.00,0.00,0.00,0.568842,0.57
2024-04,Project 016,project-016,000000000016,0.24,0.00,0.00,0.00,0.238394,0.24
2024-04,Project 018,project-018,000000000018,0.11,0.00,0.00,0.00,0.109264,0.11
2024-04,Project 017,project-017,000000000017,0.08,0.00,0.00,0.00,0.082262,0.08
2024-04,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.023100,0.02
2024-04,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.007721,0.01
2024-04,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.006165,0.01
2024-04,Project 019,project-019,000000000019,0.00,0.00,0.00,0.00,0.004745,0.00
2024-04,Project 023,project-023,000000000023,0.00,0.00,0.00,0.00,0.000010,0.00
2024-04,Project 027,,,0.00,0.00,0.00,0.00,0.000004,0.00
2024-04,Project 028,project-028,000000000028,10.67,0.00,0.00,-10.67,0.000000,0.00
2024-03,Project 001,project-001,000000000001,35477.09,0.00,-9554.11,-587.23,25335.746531,25335.75
2024-03,Project 002,project-002,000000000002,16082.99,0.00,-3255.72,-346.99,12480.278323,12480.28
2024-03,Project 004,project-004,000000000004,9558.60,0.00,-3156.20,-127.30,6275.098189,6275.10
2024-03,Project 005,project-005,000000000005,7537.47,0.00,-1714.98,-72.64,5749.843071,5749.84
2024-03,Project 003,project-003,000000000003,8048.94,0.00,-2785.32,-138.74,5124.879577,5124.88
2024-03,Project 007,project-007,000000000007,5509.79,0.00,-1712.33,-65.64,3731.820161,3731.82
2024-03,Project 008,project-008,000000000008,4098.14,0.00,-1290.93,-126.74,2680.476160,2680.48
2024-03,Project 006,project-006,000000000006,3415.49,0.00,-989.70,-100.96,2324.830589,2324.83
2024-03,Project 026,,000000000026,2568.68,0.00,-654.62,-19.84,1894.214886,1894.21
2024-03,Project 025,,000000000025,2186.45,0.00,-561.84,-15.99,1608.618071,1608.62
2024-03,Project 010,project-010,000000000010,206.15,0.00,0.00,0.00,206.145852,206.15
2024-03,Project 011,project-011,000000000011,199.66,0.00,0.00,-0.74,198.918347,198.92
2024-03,Project 009,project-009,000000000009,229.87,0.00,-15.95,-33.22,180.700565,180.70
2024-03,Project 012,project-012,000000000012,44.25,0.00,0.00,0.00,44.246491,44.25
2024-03,Project 013,project-013,000000000013,6.83,0.00,0.00,0.00,6.827260,6.83
2024-03,Project 014,project-014,000000000014,3.22,0.00,0.00,0.00,3.220327,3.22
2024-03,Project 015,project-015,000000000015,0.56,0.00,0.00,0.00,0.563835,0.56
2024-03,Project 016,project-016,000000000016,0.23,0.00,0.00,0.00,0.231218,0.23
2024-03,Project 018,project-018,000000000018,0.10,0.00,0.00,0.00,0.102474,0.10
2024-03,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.022935,0.02
2024-03,Project 017,project-017,000000000017,0.02,0.00,0.00,0.00,0.017022,0.02
2024-03,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.007113,0.01
2024-03,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.005925,0.01
2024-03,Project 019,project-019,000000000019,0.00,0.00,0.00,0.00,0.004767,0.00
2024-03,Project 028,project-028,000000000028,8.73,0.00,0.00,-8.73,0.000000,0.00
2024-03,Project 027,,,-1.59,0.00,0.00,0.00,-1.587498,-1.59
2024-02,Project 001,project-001,000000000001,34364.30,0.00,-8789.05,-737.66,24837.593503,24837.59
2024-02,Project 002,project-002,000000000002,15151.48,0.00,-2809.56,-246.30,12095.617892,12095.62
2024-02,Project 004,project-004,000000000004,10265.84,0.00,-3331.91,-306.55,6627.385923,6627.39
2024-02,Project 005,project-005,000000000005,7132.90,0.00,-1469.99,-79.45,5583.457117,5583.46
2024-02,Project 003,project-003,000000000003,8517.16,0.00,-2949.77,-273.25,5294.139597,5294.14
2024-02,Project 007,project-007,000000000007,5397.37,0.00,-1672.24,-48.39,3676.734087,3676.73
2024-02,Project 008,project-008,000000000008,4202.20,0.00,-1289.13,-113.63,2799.440992,2799.44
2024-02,Project 006,project-006,000000000006,3283.62,0.00,-925.80,-94.55,2263.280398,2263.28
2024-02,Project 026,,000000000026,2719.25,0.00,-768.57,-33.33,1917.354561,1917.35
2024-02,Project 025,,000000000025,2430.01,0.00,-731.18,-40.31,1658.515274,1658.52
2024-02,Project 010,project-010,000000000010,197.31,0.00,0.00,0.00,197.313529,197.31
2024-02,Project 011,project-011,000000000011,189.05,0.00,0.00,-0.70,188.350107,188.35
2024-02,Project 009,project-009,000000000009,213.15,0.00,-9.25,-31.85,172.048977,172.05
2024-02,Project 012,project-012,000000000012,43.52,0.00,0.00,0.00,43.520461,43.52
2024-02,Project 027,,,37.76,0.00,0.00,0.00,37.761828,37.76
2024-02,Project 014,project-014,000000000014,26.12,0.00,0.00,-5.77,20.347571,20.35
2024-02,Project 013,project-013,000000000013,6.57,0.00,0.00,0.00,6.570534,6.57
2024-02,Project 015,project-015,000000000015,4.84,0.00,0.00,0.00,4.836475,4.84
2024-02,Project 016,project-016,000000000016,0.23,0.00,0.00,0.00,0.230713,0.23
2024-02,Project 018,project-018,000000000018,0.10,0.00,0.00,0.00,0.104047,0.10
2024-02,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.023677,0.02
2024-02,Project 017,project-017,000000000017,0.02,0.00,0.00,0.00,0.016523,0.02
2024-02,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.006319,0.01
2024-02,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.005813,0.01
2024-02,Project 019,project-019,000000000019,0.00,0.00,0.00,0.00,0.004745,0.00
2024-02,Project 023,project-023,000000000023,0.00,0.00,0.00,0.00,0.000002,0.00
2024-02,Project 028,project-028,000000000028,6.73,0.00,0.00,-6.73,0.000000,0.00
,,,,,,Subtotal,1296613.566403,1296613.57,
,,,,,,Adjustments,-3.170000,-3.17,
,,,,,,Tax,259322.080000,259322.08,
,,,,,,Invoice total,1555932.466667,1555932.47,
