Month,Service description,Service ID,List cost ($),Negotiated savings ($),Savings programs ($),Other savings ($),Unrounded subtotal ($),Subtotal ($)
2024-03,BigQuery Storage API,DCC9-8DB9-673F,238.81,0.00,0.00,0.00,238.813175,238.81
2024-03,VM Manager,5E18-9A83-2867,196.72,0.00,0.00,0.00,196.716000,196.72
2024-03,Cloud DNS,FA26-5236-B8B5,62.84,0.00,0.00,0.00,62.842179,62.84
2024-03,Cloud Pub/Sub,A1E8-BE35-7EBC,44.36,0.00,0.00,0.00,44.363442,44.36
2024-03,Secret Manager,EE82-7A5E-871C,29.85,0.00,0.00,0.00,29.845107,29.85
2024-03,Notebooks,D73B-5EEA-8215,24.54,0.00,0.00,0.00,24.544369,24.54
2024-03,App Engine,F17B-412E-CB64,12.47,0.00,0.00,0.00,12.465647,12.47
2024-03,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,10.23,0.00,0.00,0.00,10.226667,10.23
2024-03,Cloud Key Management Service (KMS),EE2F-D110-890C,1.45,0.00,0.00,0.00,1.450061,1.45
2024-03,Cloud Run Functions,29E7-DA93-CA13,2.61,0.00,0.00,-1.46,1.150813,1.15
2024-03,Cloud Scheduler,1F14-4801-0E16,0.37,0.00,0.00,0.00,0.372036,0.37
2024-03,Artifact Registry,149C-F9EC-3994,0.21,0.00,0.00,0.00,0.209075,0.21
2024-03,Maps API,1934-AA85-20F9,8.48,0.00,0.00,-8.48,0.000000,0.00
2024-03,Street View Static API,9208-3D32-4342,0.09,0.00,0.00,-0.09,0.000000,0.00
2024-03,Maps Static API,CF79-2786-ADFC,0.16,0.00,0.00,-0.16,0.000000,0.00
2024-02,Compute Engine,6F81-5844-456A,66635.32,0.00,-23846.86,-1671.05,41117.415060,41117.42
2024-02,Cloud Storage,95FF-2EF5-5EA1,7650.53,0.00,0.00,0.00,7650.527655,7650.53
2024-02,Networking,E505-1604-58F8,5704.63,0.00,0.00,-314.84,5389.796980,5389.80
2024-02,Cloud Logging,5490-F7B7-8DF6,3811.43,0.00,0.00,0.00,3811.432478,3811.43
2024-02,Cloud SQL,9662-B51E-5089,4650.51,0.00,-899.58,0.00,3750.927219,3750.93
2024-02,Cloud Memorystore for Redis,5AF5-2C11-D467,1747.72,0.00,0.00,0.00,1747.718228,1747.72
2024-02,BigQuery,24E6-581D-38E5,1735.26,0.00,0.00,0.00,1735.259165,1735.26
2024-02,Vertex AI,C7E2-9256-1C43,751.45,0.00,0.00,0.00,751.447565,751.45
2024-02,Cloud Monitoring,58CD-E7C3-72CA,550.45,0.00,0.00,0.00,550.447787,550.45
2024-02,Kubernetes Engine,CCD8-9BF1-090E,371.24,0.00,0.00,-24.80,346.443177,346.44
2024-02,BigQuery Storage API,DCC9-8DB9-673F,214.27,0.00,0.00,0.00,214.267580,214.27
2024-02,VM Manager,5E18-9A83-2867,175.56,0.00,0.00,0.00,175.556000,175.56
2024-02,Cloud DNS,FA26-5236-B8B5,56.93,0.00,0.00,0.00,56.928470,56.93
2024-02,Cloud Pub/Sub,A1E8-BE35-7EBC,43.64,0.00,0.00,0.00,43.638005,43.64
2024-02,Secret Manager,EE82-7A5E-871C,31.15,0.00,0.00,0.00,31.145394,31.15
2024-02,Notebooks,D73B-5EEA-8215,22.98,0.00,0.00,0.00,22.981739,22.98
2024-02,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,16.12,0.00,0.00,0.00,16.120000,16.12
2024-02,App Engine,F17B-412E-CB64,10.16,0.00,0.00,0.00,10.161781,10.16
2024-02,Cloud Key Management Service (KMS),EE2F-D110-890C,1.24,0.00,0.00,0.00,1.236181,1.24
2024-02,Cloud Run Functions,29E7-DA93-CA13,1.81,0.00,0.00,-1.06,0.743441,0.74
2024-02,Cloud Scheduler,1F14-4801-0E16,0.32,0.00,0.00,0.00,0.318274,0.32
2024-02,Artifact Registry,149C-F9EC-3994,0.15,0.00,0.00,0.00,0.148486,0.15
2024-02,Maps API,1934-AA85-20F9,6.47,0.00,0.00,-6.47,0.000000,0.00
2024-02,Street View Static API,9208-3D32-4342,0.08,0.00,0.00,-0.08,0.000000,0.00
2024-02,Maps Static API,CF79-2786-ADFC,0.19,0.00,0.00,-0.19,0.000000,0.00
,,,,,Subtotal,1296613.566403,1296613.57,
,,,,,Adjustments,-3.170000,-3.17,
,,,,,Tax,259322.080000,259322.08,
,,,,,Invoice total,1555932.466667,1555932.47,
